asin,title,price,rating,reviews,image_url,merchant_name,search_url,product_url,collected_at
B099WTN2TR,"Govee RGBIC Floor Lamp Basic, 1000lm LED Corner Lamp Compatible with SmartThings, Alexa, and Matter, Modern Floor Lamp with Music Sync and 16 Million DIY Colors, Standing Lamp for Bedroom Living Room",$448..90,4.5,N/A,https://m.media-amazon.com/images/I/61SdRNLwZzL._AC_UL320_.jpg,Lepro,https://www.amazon.com/s?k=Lepro,https://www.amazon.com/dp/B099WTN2TR,2026-03-22 13:18:32
B0DP32SHJH,Lepro Bundle - TB1 AI Smart Lamp & TB2 AI Smart Lamp,N/A,5.0,N/A,https://m.media-amazon.com/images/I/612umcznpeL._AC_UL320_.jpg,Lepro,https://www.amazon.com/s?k=Lepro,https://www.amazon.com/dp/B0DP32SHJH,2026-03-22 13:18:32
B0CJM6WYZ8,"Micomlan Architect Desk Lamp with Atmosphere Lighting, Adjustable Led Desk Light for Home Office with Base, 24W Bright Auto Dimming Table Light with Rotatable Swing Arm for Workbench Computer",$345..29,4.7,N/A,https://m.media-amazon.com/images/I/718h9-BTMdL._AC_UL320_.jpg,Lepro,https://www.amazon.com/s?k=Lepro,https://www.amazon.com/dp/B0CJM6WYZ8,2026-03-22 13:18:32
B099WTN2TR,"Govee RGBIC Floor Lamp Basic, 1000lm LED Corner Lamp Compatible with SmartThings, Alexa, and Matter, Modern Floor Lamp with Music Sync and 16 Million DIY Colors, Standing Lamp for Bedroom Living Room",$448..90,4.5,N/A,https://m.media-amazon.com/images/I/61SdRNLwZzL._AC_UL320_.jpg,Lepro,https://www.amazon.com/s?k=Lepro,https://www.amazon.com/dp/B099WTN2TR,2026-03-22 13:18:32
B09B7NQT2K,"Govee Smart Light Bulbs, Color Changing Light Bulb, Work with Alexa and Google Assistant, 16 Million Colors RGBWW, WiFi & Bluetooth LED Light Bulbs, Music Sync, A19, 800 Lumens, 4 Pack",$200..24,4.6,N/A,https://m.media-amazon.com/images/I/61G5-oBZmzL._AC_UL320_.jpg,Lepro,https://www.amazon.com/s?k=Lepro,https://www.amazon.com/dp/B09B7NQT2K,2026-03-22 13:18:32
B01IROPPR8,Life Extension,$132..13,4.5,N/A,https://m.media-amazon.com/images/I/71S8+dha6DL._AC_UL320_.jpg,iHerb,https://www.amazon.com/s?k=iHerb,https://www.amazon.com/dp/B01IROPPR8,2026-03-22 13:18:59
B07TK5K5TQ,TRU NIAGEN,$338..45,4.4,N/A,https://m.media-amazon.com/images/I/71oLqs+u-EL._AC_UL320_.jpg,iHerb,https://www.amazon.com/s?k=iHerb,https://www.amazon.com/dp/B07TK5K5TQ,2026-03-22 13:18:59
B0032BH76O,NOW Foods,$93..18,4.8,N/A,https://m.media-amazon.com/images/I/71Xsi+LdYzL._AC_UL320_.jpg,iHerb,https://www.amazon.com/s?k=iHerb,https://www.amazon.com/dp/B0032BH76O,2026-03-22 13:18:59
B0DM2N7RNF,"NAD Supplement 8457mg Extra Strength NMN Alternative Liposomal + Green Tea for Women & Men w/Urolithin A, Resveratrol, CoQ10, Alpha Lipoic Acid.",$276..08,4.5,N/A,https://m.media-amazon.com/images/I/81g5qC7NSkL._AC_UL320_.jpg,iHerb,https://www.amazon.com/s?k=iHerb,https://www.amazon.com/dp/B0DM2N7RNF,2026-03-22 13:18:59
B00MJ7VL1O,"Nature’s Way Sambucus Elderberry Gummies, Immune Support Gummy for Adults & Kids Ages 4+ with Black Elderberry Extract, Vitamin C, Vitamin D3, and Zinc*, 60 Gummies",N/A,4.7,N/A,https://m.media-amazon.com/images/I/71rehUkh09L._AC_UL320_.jpg,iHerb,https://www.amazon.com/s?k=iHerb,https://www.amazon.com/dp/B00MJ7VL1O,2026-03-22 13:18:59
B09DG38RSH,"DOVOH 4x360° Laser Level 360 Self Leveling, 16 Line Laser Leveler for Construction Floor Tiling and Ceiling Rechargeable Green Beam 4D Plane Magnetic Bracket Included, K4-360G","$1,105..08",4.6,N/A,https://m.media-amazon.com/images/I/61ejajJojpL._AC_UL320_.jpg,DOVOH,https://www.amazon.com/s?k=DOVOH,https://www.amazon.com/dp/B09DG38RSH,2026-03-22 13:19:28
B0CQYQLW85,"DOVOH Outdoor Laser Level with Receiver : Daylight High Visibility Laser Level 360 Self Leveling Up To 400ft Long Range High Power Green with Detector Outside Construction Landscaping, H3-360G","$1,933..95",4.3,N/A,https://m.media-amazon.com/images/I/71Ou2ef1qjL._AC_UL320_.jpg,DOVOH,https://www.amazon.com/s?k=DOVOH,https://www.amazon.com/dp/B0CQYQLW85,2026-03-22 13:19:28
B0CR2ZJ2B5,"DOVOH Heavy Duty Tripod for Laser Level, Adjustable Height for Camera with Bubble Level 1/4""-20 Screw Mount, DH151",$276..22,4.4,N/A,https://m.media-amazon.com/images/I/51m53nxZtSL._AC_UL320_.jpg,DOVOH,https://www.amazon.com/s?k=DOVOH,https://www.amazon.com/dp/B0CR2ZJ2B5,2026-03-22 13:19:28
B0FS1DVK6Z,"DOVOH Plumb Dot Laser Level with Tripod : Point Laser Level 360 Self Leveling DIY Green Rechargeable, Entry Level, PV-360G-KIT",$690..65,5.0,N/A,https://m.media-amazon.com/images/I/61UPSVZOZIL._AC_UL320_.jpg,DOVOH,https://www.amazon.com/s?k=DOVOH,https://www.amazon.com/dp/B0FS1DVK6Z,2026-03-22 13:19:28
B09DG38RSH,"DOVOH 4x360° Laser Level 360 Self Leveling, 16 Line Laser Leveler for Construction Floor Tiling and Ceiling Rechargeable Green Beam 4D Plane Magnetic Bracket Included, K4-360G","$1,105..08",4.6,N/A,https://m.media-amazon.com/images/I/61ejajJojpL._AC_UL320_.jpg,DOVOH,https://www.amazon.com/s?k=DOVOH,https://www.amazon.com/dp/B09DG38RSH,2026-03-22 13:19:28
B0D5FNKVWN,HOKA,"$1,111..58",4.6,N/A,https://m.media-amazon.com/images/I/51ztnt-TxBL._AC_UL320_.jpg,Hoka US,https://www.amazon.com/s?k=Hoka+US,https://www.amazon.com/dp/B0D5FNKVWN,2026-03-22 13:19:55
B0D5G61215,HOKA,"$1,001..54",4.6,N/A,https://m.media-amazon.com/images/I/51DYgNA5GXL._AC_UL320_.jpg,Hoka US,https://www.amazon.com/s?k=Hoka+US,https://www.amazon.com/dp/B0D5G61215,2026-03-22 13:19:55
B0D5G9NC4S,HOKA,"$1,070..55",4.6,N/A,https://m.media-amazon.com/images/I/51bXQrff2ZL._AC_UL320_.jpg,Hoka US,https://www.amazon.com/s?k=Hoka+US,https://www.amazon.com/dp/B0D5G9NC4S,2026-03-22 13:19:55
B0D5FVJ1M3,HOKA,"$1,174..15",4.6,N/A,https://m.media-amazon.com/images/I/51ZJ1Z2RJyL._AC_UL320_.jpg,Hoka US,https://www.amazon.com/s?k=Hoka+US,https://www.amazon.com/dp/B0D5FVJ1M3,2026-03-22 13:19:55
B0CPC1ZTCS,HOKA,$863..33,4.5,N/A,https://m.media-amazon.com/images/I/81yEtWoVVqL._AC_UL320_.jpg,Hoka US,https://www.amazon.com/s?k=Hoka+US,https://www.amazon.com/dp/B0CPC1ZTCS,2026-03-22 13:19:55
B07WWCLHGM,VANTRUE,$552..51,4.6,N/A,https://m.media-amazon.com/images/I/61SYDPWZODL._AC_UY218_.jpg,VANTRUE,https://www.amazon.com/s?k=VANTRUE,https://www.amazon.com/dp/B07WWCLHGM,2026-03-22 13:20:23
B0F2F7NMWZ,"Electric Air Duster-（3 Times The Average Market Wind Force）, Super Power Cordless Duster, Rechargeable Brushless Motor Durable Blower, 3-Gear Adjustable for Keyboard, Car, House, Patio",$589..87,4.1,N/A,https://m.media-amazon.com/images/I/71zmQHEAeyL._AC_UY218_.jpg,VANTRUE,https://www.amazon.com/s?k=VANTRUE,https://www.amazon.com/dp/B0F2F7NMWZ,2026-03-22 13:20:23
B07WWCLHGM,VANTRUE,$552..51,4.6,N/A,https://m.media-amazon.com/images/I/61SYDPWZODL._AC_UY218_.jpg,VANTRUE,https://www.amazon.com/s?k=VANTRUE,https://www.amazon.com/dp/B07WWCLHGM,2026-03-22 13:20:23
B083XB8T7T,VANTRUE,$172..61,4.5,N/A,https://m.media-amazon.com/images/I/612Ac7jQwOL._AC_UY218_.jpg,VANTRUE,https://www.amazon.com/s?k=VANTRUE,https://www.amazon.com/dp/B083XB8T7T,2026-03-22 13:20:23
B09SNRFSS3,VANTRUE,$966..94,4.6,N/A,https://m.media-amazon.com/images/I/61jhNTg4CzL._AC_UY218_.jpg,VANTRUE,https://www.amazon.com/s?k=VANTRUE,https://www.amazon.com/dp/B09SNRFSS3,2026-03-22 13:20:23
B0DHRYH55P,MelodySusie,$117..35,4.5,N/A,https://m.media-amazon.com/images/I/51SD0uRuVDL._AC_UL320_.jpg,SUNUV,https://www.amazon.com/s?k=SUNUV,https://www.amazon.com/dp/B0DHRYH55P,2026-03-22 13:20:50
B0BRSSFLFW,"268W UV LED Nail Lamp, LKE Nail Dryer for Gel Polish, 4 Timers UV Nail Lamp Professional Nail Light, 57Pcs Lamp Beads and Automatic Sensor(White)",$117..28,4.5,N/A,https://m.media-amazon.com/images/I/61Y-0tDHc7L._AC_UL320_.jpg,SUNUV,https://www.amazon.com/s?k=SUNUV,https://www.amazon.com/dp/B0BRSSFLFW,2026-03-22 13:20:50
B0D4V3J36T,"Replacment Power Supply Adapter for LED Nail Lamp AC DC Power SUN2C 48W Light Power Charger Compatible for SUNUV Nail Dryer LED Nail Lamp, SUN4,SUN3, Black, LX120200",$89..72,3.8,N/A,https://m.media-amazon.com/images/I/41jX8G6wL-L._AC_UL320_.jpg,SUNUV,https://www.amazon.com/s?k=SUNUV,https://www.amazon.com/dp/B0D4V3J36T,2026-03-22 13:20:50
B0989L154S,NAILGIRLS,$138..07,4.4,N/A,https://m.media-amazon.com/images/I/6116i-2nZLL._AC_UL320_.jpg,SUNUV,https://www.amazon.com/s?k=SUNUV,https://www.amazon.com/dp/B0989L154S,2026-03-22 13:20:50
B0DGX71K1R,SUNUV,N/A,4.8,N/A,https://m.media-amazon.com/images/I/81U7Z48hXsL._AC_UL320_.jpg,SUNUV,https://www.amazon.com/s?k=SUNUV,https://www.amazon.com/dp/B0DGX71K1R,2026-03-22 13:20:50
